Year,Award,Name 1,Name 2,Won
1995,Best Makeup,"Daniel Parker,",Mary Shelley's Frankenstein,0
1995,Best Costume Design,,"The Adventures of Priscilla, Queen of the Desert",1
1995,Best Costume Design,Jeffrey Kurland,Bullets Over Broadway,0
1995,Best Costume Design,Colleen Atwood,Little Women,0
1995,Best Costume Design,April Ferry,Maverick,0
1995,Best Costume Design,Moidele Bickel,Queen Margot,0
1995,Best Film Editing,Arthur Schmidt,Forrest Gump,1
1995,Best Film Editing,,Hoop Dreams,0
1995,Best Film Editing,Sally Menke,Pulp Fiction,0
1995,Best Film Editing,Richard Francis-Bruce,The Shawshank Redemption,0
1995,Best Film Editing,John Wright,Speed,0
1995,Best Visual Effects,,Forrest Gump,1
1995,Best Visual Effects,,The Mask,0
1995,Best Visual Effects,,True Lies,0
1953,Best Motion Picture,Cecil B. DeMille,The Greatest Show on Earth,1
1953,Best Motion Picture,Stanley Kramer,High Noon,0
1953,Best Motion Picture,Pandro S. Berman,Ivanhoe,0
1953,Best Motion Picture,John Huston,Moulin Rouge,0
1953,Best Motion Picture,,The Quiet Man,0
1953,Best Director,The Quiet Man,John Ford,1
1953,Best Director,Five Fingers,Joseph L. Mankiewicz,0
1953,Best Director,The Greatest Show on Earth,Cecil B. DeMille,0
1953,Best Director,High Noon,Fred Zinnemann,0
1953,Best Director,Moulin Rouge,John Huston,0
1953,Best Actor,High Noon,Gary Cooper,1
1953,Best Actor,Viva Zapata!,,0
1953,Best Actor,The Bad and the Beautiful,Kirk Douglas,0
1953,Best Actor,Moulin Rouge,José Ferrer,0
1953,Best Actor,The Lavender Hill Mob,Alec Guinness,0
1953,Best Actress,"Come Back, Little Sheba",Shirley Booth,1
1953,Best Actress,Sudden Fear,Joan Crawford,0
1953,Best Actress,The Star,Bette Davis,0
1953,Best Actress,The Member of the Wedding,Julie Harris,0
1953,Best Actress,With a Song in My Heart,Susan Hayward,0
1953,Best Supporting Actor,Viva Zapata!,Anthony Quinn,1
1953,Best Supporting Actor,My Cousin Rachel,Richard Burton,0
1953,Best Supporting Actor,The Big Sky,Arthur Hunnicutt,0
1953,Best Supporting Actor,The Quiet Man,Victor McLaglen,0
1953,Best Supporting Actor,Sudden Fear,Jack Palance,0
1953,Best Supporting Actress,The Bad and the Beautiful,Gloria Grahame,1
1953,Best Supporting Actress,Singin' in the Rain,Jean Hagen,0
1953,Best Supporting Actress,Moulin Rouge,,0
1953,Best Supporting Actress,"Come Back, Little Sheba",Terry Moore,0
1953,Best Supporting Actress,With a Song in My Heart,Thelma Ritter,0
1953,Best Screenplay,Charles Schnee,The Bad and the Beautiful,1
1953,Best Screenplay,Michael Wilson,Five Fingers,0
1953,Best Screenplay,Carl Foreman,High Noon,0
1953,Best Screenplay,,The Man in the White Suit,0
1953,Best Screenplay,Frank S. Nugent,The Quiet Man,0
1953,Best Story and Screenplay,T. E. B. Clarke,The Lavender Hill Mob,1
1953,Best Story and Screenplay,Sydney Boehm,The Atomic City,0
1953,Best Story and Screenplay,Terence Rattigan,Breaking the Sound Barrier,0
1953,Best Story and Screenplay,,Pat and Mike,0
1953,Best Story and Screenplay,John Steinbeck,Viva Zapata!,0
1953,Best Story,,The Greatest Show on Earth,1
1953,Best Story,Leo McCarey,My Son John,0
1953,Best Story,,The Narrow Margin,0
1953,Best Story,Guy Trosper,The Pride of St. Louis,0
1953,Best Story,,The Sniper,0
1953,Best Documentary Feature,,The Sea Around Us,1
1953,Best Documentary Feature,,The Hoaxters,0
1953,Best Documentary Feature,,Navajo,0
1953,Best Documentary Short Subject,,Neighbours,1
1953,Best Documentary Short Subject,,Devil Take Us,0
1953,Best Documentary Short Subject,,The Garden Spider,0
1953,Best Documentary Short Subject,,Man Alive!,0
1953,"Best Live Action Short Subject, One-Reel",,Light in the Window,1
1953,"Best Live Action Short Subject, One-Reel",,Athletes of the Saddle,0
1953,"Best Live Action Short Subject, One-Reel",,Desert Killer,0
1953,"Best Live Action Short Subject, One-Reel",,Neighbours,0
1953,"Best Live Action Short Subject, One-Reel",,Royal Scotland,0
1953,"Best Live Action Short Subject, Two-Reel",,Water Birds,1
1953,"Best Live Action Short Subject, Two-Reel",,Bridge of Time,0
1953,"Best Live Action Short Subject, Two-Reel",,Devil Take Us,0
1953,"Best Live Action Short Subject, Two-Reel",,Thar She Blows!,0
1953,Best Short Subject - Cartoons,,Johann Mouse,1
1953,Best Short Subject - Cartoons,,Little Johnny Jet,0
1953,Best Short Subject - Cartoons,,Madeline,0
1953,Best Short Subject - Cartoons,,Pink and Blue Blues,0
1953,Best Short Subject - Cartoons,,The Romance of Transportation in Canada,0
1953,Best Scoring of a Dramatic or Comedy Picture,Dimitri Tiomkin,High Noon,1
1953,Best Scoring of a Dramatic or Comedy Picture,Miklós Rózsa,Ivanhoe,0
1953,Best Scoring of a Dramatic or Comedy Picture,Max Steiner,The Miracle of Our Lady of Fatima,0
1953,Best Scoring of a Dramatic or Comedy Picture,Herschel Burke Gilbert,The Thief,0
1953,Best Scoring of a Dramatic or Comedy Picture,Alex North,Viva Zapata!,0
1953,Best Scoring of a Musical Picture,Alfred Newman,With a Song in My Heart,1
1953,Best Scoring of a Musical Picture,Walter Scharf,Hans Christian Andersen,0
1953,Best Scoring of a Musical Picture,,The Jazz Singer,0
1953,Best Scoring of a Musical Picture,Gian Carlo Menotti,The Medium,0
1953,Best Scoring of a Musical Picture,Lennie Hayton,Singin' in the Rain,0
1953,Best Song,,High Noon,1
1953,Best Song,,,0
1953,Best Song,,Because You're Mine,0
1953,Best Song,,Hans Christian Andersen,0
1953,Best Song,,Just for You,0
1953,Best Sound Recording,London Films Sound Department,Breaking the Sound Barrier,1
1953,Best Sound Recording,Pinewood Studios Sound Department,The Card,0
1953,Best Sound Recording,Gordon E. Sawyer,Hans Christian Andersen,0
1953,Best Sound Recording,Daniel J. Bloomberg,The Quiet Man,0
1953,Best Sound Recording,Thomas T. Moulton,With a Song in My Heart,0
1953,"Best Art Direction, Black-and-White",Art Direction:,The Bad and the Beautiful,1
1953,"Best Art Direction, Black-and-White",Art Direction:,Carrie,0
1953,"Best Art Direction, Black-and-White",Art Direction:,My Cousin Rachel,0
1953,"Best Art Direction, Black-and-White",Art Direction:,Rashomon,0
1953,"Best Art Direction, Black-and-White",Art Direction:,Viva Zapata!,0
1953,"Best Art Direction, Color",Art Direction:,Moulin Rouge,1
1953,"Best Art Direction, Color",Art Direction:,Hans Christian Andersen,0
1953,"Best Art Direction, Color",Art Direction:,The Merry Widow,0
1953,"Best Art Direction, Color",Art Direction:,The Quiet Man,0
1953,"Best Art Direction, Color",Art Direction:,The Snows of Kilimanjaro,0
1953,"Best Cinematography, Black-and-White",Robert Surtees,The Bad and the Beautiful,1
1953,"Best Cinematography, Black-and-White",Russell Harlan,The Big Sky,0
1953,"Best Cinematography, Black-and-White",Joseph LaShelle,My Cousin Rachel,0
1953,"Best Cinematography, Black-and-White",Virgil Miller,Navajo,0
1953,"Best Cinematography, Black-and-White",Charles Lang,Sudden Fear,0
1953,"Best Cinematography, Color",,The Quiet Man,1
1953,"Best Cinematography, Color",Harry Stradling,Hans Christian Andersen,0
1953,"Best Cinematography, Color",F. A. Young,Ivanhoe,0
1953,"Best Cinematography, Color",George Folsey,Million Dollar Mermaid,0
1953,"Best Cinematography, Color",Leon Shamroy,The Snows of Kilimanjaro,0
1953,"Best Costume Design, Black-and-White",Helen Rose,The Bad and the Beautiful,1
1953,"Best Costume Design, Black-and-White",Jean Louis,Affair in Trinidad,0
1953,"Best Costume Design, Black-and-White",Edith Head,Carrie,0
1953,"Best Costume Design, Black-and-White",,My Cousin Rachel,0
1953,"Best Costume Design, Black-and-White",Sheila O'Brien,Sudden Fear,0
1953,"Best Costume Design, Color",Marcel Vertès,Moulin Rouge,1
1953,"Best Costume Design, Color",,The Greatest Show on Earth,0
1953,"Best Costume Design, Color",,Hans Christian Andersen,0
1953,"Best Costume Design, Color",,The Merry Widow,0
1953,"Best Costume Design, Color",Charles LeMaire,With a Song in My Heart,0
1953,Best Film Editing,,High Noon,1
1953,Best Film Editing,Warren Low,"Come Back, Little Sheba",0
1953,Best Film Editing,William Austin,Flat Top,0
1953,Best Film Editing,Anne Bauchens,The Greatest Show on Earth,0
1953,Best Film Editing,Ralph Kemplen,Moulin Rouge,0
1932,Outstanding Production,William LeBaron,Cimarron,1
1932,Outstanding Production,Winfield Sheehan,East Lynne,0
1932,Outstanding Production,Howard Hughes,The Front Page,0
1932,Outstanding Production,Adolph Zukor,Skippy,0
1932,Outstanding Production,Irving Thalberg,Trader Horn,0
1932,Best Director,Skippy,Norman Taurog,1
1932,Best Director,Cimarron,Wesley Ruggles,0
1932,Best Director,A Free Soul,Clarence Brown,0
1932,Best Director,The Front Page,Lewis Milestone,0
1932,Best Director,Morocco,Josef von Sternberg,0
1932,Best Actor,A Free Soul,Lionel Barrymore,1
1932,Best Actor,Skippy,Jackie Cooper,0
1932,Best Actor,Cimarron,Richard Dix,0
1932,Best Actor,The Royal Family of Broadway,Fredric March,0
1932,Best Actor,The Front Page,Adolphe Menjou,0
1932,Best Actress,Min and Bill,Marie Dressler,1
1932,Best Actress,Morocco,Marlene Dietrich,0
1932,Best Actress,Cimarron,Irene Dunne,0
1932,Best Actress,Holiday,Ann Harding,0
1932,Best Actress,A Free Soul,Norma Shearer,0
1932,Best Original Story,John Monk Saunders,The Dawn Patrol,1
1932,Best Original Story,Rowland Brown,The Doorway to Hell,0
1932,Best Original Story,,Laughter,0
1932,Best Original Story,,The Public Enemy,0
1932,Best Original Story,,Smart Money,0
1932,Best Adaptation,Howard Estabrook,Cimarron,1
1932,Best Adaptation,,The Criminal Code,0
1932,Best Adaptation,Horace Jackson,Holiday,0
1932,Best Adaptation,,Little Caesar,0
1932,Best Adaptation,,Skippy,0
1932,Best Sound Recording,,Paramount Publix Studio Sound Department,1
1932,Best Sound Recording,,MGM Studio Sound Department,0
1932,Best Sound Recording,,RKO Radio Studio Sound Department,0
1932,Best Sound Recording,-,Samuel Goldwyn,0
1932,Best Art Direction,Max Rée,Cimarron,1
1932,Best Art Direction,,Just Imagine,0
1932,Best Art Direction,Hans Dreier,Morocco,0
1932,Best Art Direction,Anton Grot,Svengali,0
1932,Best Art Direction,Richard Day,Whoopee!,0
1932,Best Cinematography,Floyd Crosby,Tabu,1
1932,Best Cinematography,Edward Cronjager,Cimarron,0
1932,Best Cinematography,Lee Garmes,Morocco,0
1932,Best Cinematography,Charles Lang,The Right to Love,0
1932,Best Cinematography,Barney McGill,Svengali,0
2013,Best Picture,,Argo,1
2013,Best Picture,,Amour,0
2013,Best Picture,,Beasts of the Southern Wild,0
2013,Best Picture,,Django Unchained,0
2013,Best Picture,,Les Misérables,0
2013,Best Picture,"Gil Netter,",Life of Pi,0
2013,Best Picture,,Lincoln,0
2013,Best Picture,,Silver Linings Playbook,0
2013,Best Picture,,Zero Dark Thirty,0
2013,Best Director,Life of Pi,Ang Lee,1
2013,Best Director,Amour,Michael Haneke,0
2013,Best Director,Beasts of the Southern Wild,Benh Zeitlin,0
2013,Best Director,Lincoln,Steven Spielberg,0
2013,Best Director,Silver Linings Playbook,David O. Russell,0
2013,Best Actor,Lincoln,Daniel Day-Lewis,1
2013,Best Actor,Silver Linings Playbook,Bradley Cooper,0
2013,Best Actor,Les Misérables,Hugh Jackman,0
2013,Best Actor,The Master,Joaquin Phoenix,0
2013,Best Actor,Flight,Denzel Washington,0
2013,Best Actress,Silver Linings Playbook,Jennifer Lawrence,1
2013,Best Actress,Zero Dark Thirty,Jessica Chastain,0
2013,Best Actress,Amour,Emmanuelle Riva,0
2013,Best Actress,Beasts of the Southern Wild,Quvenzhané Wallis,0
2013,Best Actress,The Impossible,Naomi Watts,0
2013,Best Supporting Actor,Django Unchained,Christoph Waltz,1
2013,Best Supporting Actor,Argo,Alan Arkin,0
2013,Best Supporting Actor,Silver Linings Playbook,Robert De Niro,0
2013,Best Supporting Actor,The Master,Philip Seymour Hoffman,0
2013,Best Supporting Actor,Lincoln,Tommy Lee Jones,0
2013,Best Supporting Actress,Les Misérables,Anne Hathaway,1
2013,Best Supporting Actress,The Master,Amy Adams,0
2013,Best Supporting Actress,Lincoln,Sally Field,0
2013,Best Supporting Actress,The Sessions,Helen Hunt,0
2013,Best Supporting Actress,Silver Linings Playbook,Jacki Weaver,0
2013,Best Original Screenplay,Quentin Tarantino,Django Unchained,1
2013,Best Original Screenplay,Michael Haneke,Amour,0
2013,Best Original Screenplay,John Gatins,Flight,0
2013,Best Original Screenplay,,Moonrise Kingdom,0
2013,Best Original Screenplay,Mark Boal,Zero Dark Thirty,0
2013,Best Adapted Screenplay,Chris Terrio,Argo,1
2013,Best Adapted Screenplay,,Beasts of the Southern Wild,0
2013,Best Adapted Screenplay,David Magee,Life of Pi,0
2013,Best Adapted Screenplay,Tony Kushner,Lincoln,0
2013,Best Adapted Screenplay,David O. Russell,Silver Linings Playbook,0
2013,Best Animated Feature Film,Directed by,Brave,1
2013,Best Animated Feature Film,Directed by,Frankenweenie,0
2013,Best Animated Feature Film,Directed by,ParaNorman,0
2013,Best Animated Feature Film,Directed by,The Pirates! Band of Misfits,0
2013,Best Animated Feature Film,Directed by,Wreck-It Ralph,0
2013,Best Foreign Language Film,(,Amour,1
2013,Best Foreign Language Film,(,Kon-Tiki,0
2013,Best Foreign Language Film,(,No,0
2013,Best Foreign Language Film,(,A Royal Affair,0
2013,Best Foreign Language Film,(,War Witch,0
2013,Best Documentary  – Feature,,Searching for Sugar Man,1
2013,Best Documentary  – Feature,,5 Broken Cameras,0
2013,Best Documentary  – Feature,Dror Moreh,The Gatekeepers,0
2013,Best Documentary  – Feature,,How to Survive a Plague,0
2013,Best Documentary  – Feature,,The Invisible War,0
2013,Best Documentary  – Short Subject,,Inocente,1
2013,Best Documentary  – Short Subject,,Kings Point,0
2013,Best Documentary  – Short Subject,,Mondays at Racine,0
2013,Best Documentary  – Short Subject,,Open Heart,0
2013,Best Documentary  – Short Subject,,Redemption,0
2013,Best Live Action Short Film,Shawn Christensen,Curfew,1
2013,Best Live Action Short Film,,Asad,0
2013,Best Live Action Short Film,,Buzkashi Boys,0
2013,Best Live Action Short Film,(,Death of a Shadow,0
2013,Best Live Action Short Film,Yan England,Henry,0
2013,Best Animated Short Film,John Kahrs,Paperman,1
2013,Best Animated Short Film,Minkyu Lee,Adam and Dog,0
2013,Best Animated Short Film,PES,Fresh Guacamole,0
2013,Best Animated Short Film,,Head over Heels,0
2013,Best Animated Short Film,David Silverman,The Longest Daycare,0
2013,Best Original Score,Mychael Danna,Life of Pi,1
2013,Best Original Score,Dario Marianelli,Anna Karenina,0
2013,Best Original Score,Alexandre Desplat,Argo,0
2013,Best Original Score,John Williams,Lincoln,0
2013,Best Original Score,Thomas Newman,Skyfall,0
2013,Best Original Song,,Skyfall,1
2013,Best Original Song,Chasing Ice,"""Before My Time"" from",0
2013,Best Original Song,,Ted,0
2013,Best Original Song,,Life of Pi,0
2013,Best Original Song,,Les Misérables,0
2013,Best Sound Editing,,Skyfall,1
2013,Best Sound Editing,Paul N. J. Ottosson,Zero Dark Thirty,1
2013,Best Sound Editing,,Argo,0
2013,Best Sound Editing,Wylie Stateman,Django Unchained,0
2013,Best Sound Editing,,Life of Pi,0
2013,Best Sound Mixing,,Les Misérables,1
2013,Best Sound Mixing,,Argo,0
2013,Best Sound Mixing,,Life of Pi,0
2013,Best Sound Mixing,,Lincoln,0
2013,Best Sound Mixing,,Skyfall,0
2013,Best Production Design,Production Design,Lincoln,1
2013,Best Production Design,Production Design:,Anna Karenina,0
2013,Best Production Design,Production Design:,The Hobbit: An Unexpected Journey,0
2013,Best Production Design,Production Design:,Les Misérables,0
2013,Best Production Design,Production Design: David Gropman; Set Decoration:,Life of Pi,0
2013,Best Cinematography,Claudio Miranda,Life of Pi,1
2013,Best Cinematography,Seamus McGarvey,Anna Karenina,0
2013,Best Cinematography,Robert Richardson,Django Unchained,0
2013,Best Cinematography,Janusz Kamiński,Lincoln,0
2013,Best Cinematography,Roger Deakins,Skyfall,0
2013,Best Makeup and Hairstyling,,Les Misérables,1
2013,Best Makeup and Hairstyling,Howard Berger,Hitchcock,0
2013,Best Makeup and Hairstyling,,The Hobbit: An Unexpected Journey,0
2013,Best Costume Design,Jacqueline Durran,Anna Karenina,1
2013,Best Costume Design,Paco Delgado,Les Misérables,0
2013,Best Costume Design,Joanna Johnston,Lincoln,0
2013,Best Costume Design,Eiko Ishioka,Mirror Mirror,0
2013,Best Costume Design,Colleen Atwood,Snow White and the Huntsman,0
2013,Best Film Editing,William Goldenberg,Argo,1
2013,Best Film Editing,Tim Squyres,Life of Pi,0
2013,Best Film Editing,Michael Kahn,Lincoln,0
2013,Best Film Editing,,Silver Linings Playbook,0
2013,Best Film Editing,,Zero Dark Thirty,0
2013,Best Visual Effects,,Life of Pi,1
2013,Best Visual Effects,,The Hobbit: An Unexpected Journey,0
2013,Best Visual Effects,,Marvel's The Avengers,0
