Year,Award,Name 1,Name 2,Won
2002,Best Documentary  – Feature,,LaLee's Kin: The Legacy of Cotton,0
2002,Best Documentary  – Feature,,Promises,0
2002,Best Documentary  – Feature,Christian Frei,War Photographer,0
2002,Best Documentary  – Short Subject,,Thoth,1
2002,Best Documentary  – Short Subject,Lianne Klapper McNally,Artists and Orphans: A True Drama,0
2002,Best Documentary  – Short Subject,,Sing!,0
2002,Best Live Action Short Film,,The Accountant,1
2002,Best Live Action Short Film,Virgil Widrich,Copy Shop,0
2002,Best Live Action Short Film,Johannes Kiefer,Gregor's Greatest Invention,0
2002,Best Live Action Short Film,,A Man Thing (Meska Sprawa),0
2002,Best Live Action Short Film,,Speed for Thespians,0
2002,Best Animated Short Film,Ralph Eggleston,For the Birds,1
2002,Best Animated Short Film,,Fifty Percent Grey,0
2002,Best Animated Short Film,,Give Up Yer Aul Sins,0
2002,Best Animated Short Film,Cordell Barker,Strange Invaders,0
2002,Best Animated Short Film,Joseph E. Merideth,Stubble Trouble,0
2002,Best Original Score,—,The Lord of the Rings: The Fellowship of the Ring,1
2002,Best Original Score,—,A.I. Artificial Intelligence,0
2002,Best Original Score,—,A Beautiful Mind,0
2002,Best Original Score,—,Harry Potter and the Sorcerer's Stone,0
2002,Best Original Score,—,"Monsters, Inc.",0
2002,Best Original Song,,"Monsters, Inc.",1
2002,Best Original Song,,The Lord of the Rings: The Fellowship of the Ring,0
2002,Best Original Song,,Pearl Harbor,0
2002,Best Original Song,,Kate & Leopold,0
2002,Best Original Song,,Vanilla Sky,0
2002,Best Sound Editing,,Pearl Harbor,1
2002,Best Sound Editing,,"Monsters, Inc.",0
2002,Best Sound,,Black Hawk Down,1
2002,Best Sound,,Amélie,0
2002,Best Sound,,The Lord of the Rings: The Fellowship of the Ring,0
2002,Best Sound,,Moulin Rouge!,0
2002,Best Sound,,Pearl Harbor,0
2002,Best Art Direction,Art Direction,Moulin Rouge!,1
2002,Best Art Direction,Art Direction:,Amélie,0
2002,Best Art Direction,Art Direction: Stephen Altman; Set Decoration:,Gosford Park,0
2002,Best Art Direction,Art Direction:,Harry Potter and the Sorcerer's Stone,0
2002,Best Art Direction,Art Direction:,The Lord of the Rings: The Fellowship of the Ring,0
2002,Best Cinematography,Andrew Lesnie,The Lord of the Rings: The Fellowship of the Ring,1
2002,Best Cinematography,Bruno Delbonnel,Amélie,0
2002,Best Cinematography,Sławomir Idziak,Black Hawk Down,0
2002,Best Cinematography,Roger Deakins,The Man Who Wasn't There,0
2002,Best Cinematography,Donald M. McAlpine,Moulin Rouge!,0
2002,Best Makeup,,The Lord of the Rings: The Fellowship of the Ring,1
2002,Best Makeup,,A Beautiful Mind,0
2002,Best Makeup,,Moulin Rouge!,0
2002,Best Costume Design,,Moulin Rouge!,1
2002,Best Costume Design,Milena Canonero,The Affair of the Necklace,0
2002,Best Costume Design,Jenny Beavan,Gosford Park,0
2002,Best Costume Design,Judianna Makovsky,Harry Potter and the Sorcerer's Stone,0
2002,Best Costume Design,,The Lord of the Rings: The Fellowship of the Ring,0
2002,Best Film Editing,Pietro Scalia,Black Hawk Down,1
2002,Best Film Editing,,A Beautiful Mind,0
2002,Best Film Editing,John Gilbert,The Lord of the Rings: The Fellowship of the Ring,0
2002,Best Film Editing,Dody Dorn,Memento,0
2002,Best Film Editing,Jill Bilcock,Moulin Rouge!,0
2002,Best Visual Effects,,The Lord of the Rings: The Fellowship of the Ring,1
2002,Best Visual Effects,,A.I. Artificial Intelligence,0
2002,Best Visual Effects,,Pearl Harbor,0
2008,Best Picture,,No Country for Old Men,1
2008,Best Picture,,Atonement,0
2008,Best Picture,,Juno,0
2008,Best Picture,,Michael Clayton,0
2008,Best Picture,,There Will Be Blood,0
2008,Best Director,No Country for Old Men,,1
2008,Best Director,The Diving Bell and the Butterfly,Julian Schnabel,0
2008,Best Director,Juno,Jason Reitman,0
2008,Best Director,Michael Clayton,Tony Gilroy,0
2008,Best Director,There Will Be Blood,Paul Thomas Anderson,0
2008,Best Actor,There Will Be Blood,Daniel Day-Lewis,1
2008,Best Actor,Michael Clayton,George Clooney,0
2008,Best Actor,Sweeney Todd: The Demon Barber of Fleet Street,Johnny Depp,0
2008,Best Actor,In the Valley of Elah,Tommy Lee Jones,0
2008,Best Actor,Eastern Promises,Viggo Mortensen,0
2008,Best Actress,La Vie en Rose,Marion Cotillard,1
2008,Best Actress,Elizabeth: The Golden Age,Cate Blanchett,0
2008,Best Actress,Away from Her,Julie Christie,0
2008,Best Actress,The Savages,Laura Linney,0
2008,Best Actress,(nominated as Ellen Page),Elliot Page,0
2008,Best Supporting Actor,No Country for Old Men,Javier Bardem,1
2008,Best Supporting Actor,The Assassination of Jesse James by the Coward Robert Ford,Casey Affleck,0
2008,Best Supporting Actor,Charlie Wilson's War,Philip Seymour Hoffman,0
2008,Best Supporting Actor,Into the Wild,Hal Holbrook,0
2008,Best Supporting Actor,Michael Clayton,Tom Wilkinson,0
2008,Best Supporting Actress,Michael Clayton,Tilda Swinton,1
2008,Best Supporting Actress,I'm Not There,Cate Blanchett,0
2008,Best Supporting Actress,American Gangster,Ruby Dee,0
2008,Best Supporting Actress,Atonement,Saoirse Ronan,0
2008,Best Supporting Actress,Gone Baby Gone,Amy Ryan,0
2008,Best Original Screenplay,Diablo Cody,Juno,1
2008,Best Original Screenplay,Nancy Oliver,Lars and the Real Girl,0
2008,Best Original Screenplay,Tony Gilroy,Michael Clayton,0
2008,Best Original Screenplay,,Ratatouille,0
2008,Best Original Screenplay,Tamara Jenkins,The Savages,0
2008,Best Adapted Screenplay,,No Country for Old Men,1
2008,Best Adapted Screenplay,Christopher Hampton,Atonement,0
2008,Best Adapted Screenplay,Sarah Polley,Away from Her,0
2008,Best Adapted Screenplay,Ronald Harwood,The Diving Bell and the Butterfly,0
2008,Best Adapted Screenplay,Paul Thomas Anderson,There Will Be Blood,0
2008,Best Animated Feature Film,Brad Bird,Ratatouille,1
2008,Best Animated Feature Film,,Persepolis,0
2008,Best Animated Feature Film,,Surf's Up,0
2008,Best Foreign Language Film,(,The Counterfeiters,1
2008,Best Foreign Language Film,(,12,0
2008,Best Foreign Language Film,(,Beaufort,0
2008,Best Foreign Language Film,(,Katyń,0
2008,Best Foreign Language Film,(,Mongol,0
2008,Best Documentary Feature,,Taxi to the Dark Side,1
2008,Best Documentary Feature,,No End in Sight,0
2008,Best Documentary Feature,Richard E. Robbins,Operation Homecoming: Writing the Wartime Experience,0
2008,Best Documentary Feature,,Sicko,0
2008,Best Documentary Feature,,War/Dance,0
2008,Best Documentary Short Subject,,Freeheld,1
2008,Best Documentary Short Subject,,La Corona,0
2008,Best Documentary Short Subject,,Salim Baba,0
2008,Best Documentary Short Subject,James Longley,Sari's Mother,0
2008,Best Live Action Short Film,Philippe Pollet-Villard,Le Mozart des Pickpockets (The Mozart of Pickpockets),1
2008,Best Live Action Short Film,,At Night,0
2008,Best Live Action Short Film,Andrea Jublin,(Il Supplente) The Substitute,0
2008,Best Live Action Short Film,,Tanghi Argentini,0
2008,Best Live Action Short Film,,The Tonto Woman,0
2008,Best Animated Short Film,,Peter & the Wolf,1
2008,Best Animated Short Film,,Even Pigeons Go to Heaven (Même les pigeons vont au paradis),0
2008,Best Animated Short Film,Josh Raskin,I Met the Walrus,0
2008,Best Animated Short Film,,Madame Tutli-Putli,0
2008,Best Animated Short Film,Alexander Petrov,My Love (Moya Lyubov),0
2008,Best Original Score,Dario Marianelli,Atonement,1
2008,Best Original Score,Marco Beltrami,3:10 to Yuma,0
2008,Best Original Score,Alberto Iglesias,The Kite Runner,0
2008,Best Original Score,James Newton Howard,Michael Clayton,0
2008,Best Original Score,Michael Giacchino,Ratatouille,0
2008,Best Original Song,,Once,1
2008,Best Original Song,,Enchanted,0
2008,Best Original Song,,August Rush,0
2008,Best Original Song,,Enchanted,0
2008,Best Original Song,,Enchanted,0
2008,Best Sound Editing,,The Bourne Ultimatum,1
2008,Best Sound Editing,Skip Lievsay,No Country For Old Men,0
2008,Best Sound Editing,,Ratatouille,0
2008,Best Sound Editing,,There Will Be Blood,0
2008,Best Sound Editing,,Transformers,0
2008,Best Sound Mixing,,The Bourne Ultimatum,1
2008,Best Sound Mixing,,3:10 to Yuma,0
2008,Best Sound Mixing,,No Country For Old Men,0
2008,Best Sound Mixing,,Ratatouille,0
2008,Best Sound Mixing,,Transformers,0
2008,Best Art Direction,Art Direction,Sweeney Todd: The Demon Barber of Fleet Street,1
2008,Best Art Direction,Art Direction:,American Gangster,0
2008,Best Art Direction,Art Direction:,Atonement,0
2008,Best Art Direction,Art Direction:,The Golden Compass,0
2008,Best Art Direction,Art Direction:,There Will Be Blood,0
2008,Best Cinematography,Robert Elswit,There Will Be Blood,1
2008,Best Cinematography,Roger Deakins,The Assassination of Jesse James by the Coward Robert Ford,0
2008,Best Cinematography,Seamus McGarvey,Atonement,0
2008,Best Cinematography,Janusz Kamiński,The Diving Bell and the Butterfly,0
2008,Best Cinematography,Roger Deakins,No Country for Old Men,0
2008,Best Makeup,,La Vie en Rose,1
2008,Best Makeup,,Norbit,0
2008,Best Makeup,,Pirates of the Caribbean: At World's End,0
2008,Best Costume Design,Alexandra Byrne,Elizabeth: The Golden Age,1
2008,Best Costume Design,Albert Wolsky,Across the Universe,0
2008,Best Costume Design,Jacqueline Durran,Atonement,0
2008,Best Costume Design,Marit Allen,La Vie en Rose,0
2008,Best Costume Design,Colleen Atwood,Sweeney Todd: The Demon Barber of Fleet Street,0
2008,Best Film Editing,Christopher Rouse,The Bourne Ultimatum,1
2008,Best Film Editing,Juliette Welfling,The Diving Bell and the Butterfly,0
2008,Best Film Editing,Jay Cassidy,Into the Wild,0
2008,Best Film Editing,Roderick Jaynes,No Country for Old Men,0
2008,Best Film Editing,Dylan Tichenor,There Will Be Blood,0
2008,Best Visual Effects,"Michael Fink,",The Golden Compass,1
2008,Best Visual Effects,,Pirates of the Caribbean: At World's End,0
2008,Best Visual Effects,,Transformers,0
1964,Best Picture,Tony Richardson,Tom Jones,1
1964,Best Picture,Elia Kazan,America America,0
1964,Best Picture,Walter Wanger,Cleopatra,0
1964,Best Picture,Bernard Smith,How the West Was Won,0
1964,Best Picture,Ralph Nelson,Lilies of the Field,0
1964,Best Director,Tom Jones,Tony Richardson,1
1964,Best Director,8½,Federico Fellini,0
1964,Best Director,America America,Elia Kazan,0
1964,Best Director,The Cardinal,Otto Preminger,0
1964,Best Director,Hud,Martin Ritt,0
1964,Best Actor,Lilies of the Field,Sidney Poitier,1
1964,Best Actor,Tom Jones,Albert Finney,0
1964,Best Actor,This Sporting Life,Richard Harris,0
1964,Best Actor,Cleopatra,Rex Harrison,0
1964,Best Actor,Hud,Paul Newman,0
1964,Best Actress,Hud,Patricia Neal,1
1964,Best Actress,The L-Shaped Room,Leslie Caron,0
1964,Best Actress,Irma la Douce,Shirley MacLaine,0
1964,Best Actress,This Sporting Life,Rachel Roberts,0
1964,Best Actress,Love with the Proper Stranger,Natalie Wood,0
1964,Best Supporting Actor,Hud,Melvyn Douglas,1
1964,Best Supporting Actor,Twilight of Honor,Nick Adams,0
1964,Best Supporting Actor,"Captain Newman, M.D.",Bobby Darin,0
1964,Best Supporting Actor,Tom Jones,Hugh Griffith,0
1964,Best Supporting Actor,The Cardinal,John Huston,0
1964,Best Supporting Actress,The V.I.P.s,Margaret Rutherford,1
1964,Best Supporting Actress,Tom Jones,Diane Cilento,0
1964,Best Supporting Actress,Tom Jones,Edith Evans,0
1964,Best Supporting Actress,Tom Jones,Joyce Redman,0
1964,Best Supporting Actress,Lilies of the Field,Lilia Skala,0
1964,Best Story and Screenplay Written Directly for the Screen,James R. Webb,How the West Was Won,1
1964,Best Story and Screenplay Written Directly for the Screen,,8½,0
1964,Best Story and Screenplay Written Directly for the Screen,Elia Kazan,America America,0
1964,Best Story and Screenplay Written Directly for the Screen,,The Four Days of Naples,0
1964,Best Story and Screenplay Written Directly for the Screen,Arnold Schulman,Love with the Proper Stranger,0
1964,Best Screenplay Based on Material from Another Medium,John Osborne,Tom Jones,1
1964,Best Screenplay Based on Material from Another Medium,,"Captain Newman, M.D.",0
1964,Best Screenplay Based on Material from Another Medium,,Hud,0
1964,Best Screenplay Based on Material from Another Medium,James Poe,Lilies of the Field,0
1964,Best Screenplay Based on Material from Another Medium,,Sundays and Cybele,0
1964,Best Foreign Language Film,(,8½,1
1964,Best Foreign Language Film,(,Knife in the Water,0
1964,Best Foreign Language Film,(,The Red Lanterns,0
1964,Best Foreign Language Film,(,Los Tarantos,0
1964,Best Foreign Language Film,(,Twin Sisters of Kyoto,0
1964,Best Documentary Feature,,Robert Frost: A Lover's Quarrel with the World,1
1964,Best Documentary Feature,,Le Maillon et la Chaine,0
1964,Best Documentary Feature,,The Yanks Are Coming,0
1964,Best Documentary Feature,,Terminus,0
1964,Best Documentary Short Subject,,Chagall,1
1964,Best Documentary Short Subject,,The Five Cities of June,0
1964,Best Documentary Short Subject,,The Spirit of America,0
1964,Best Documentary Short Subject,,Thirty Million Letters,0
1964,Best Documentary Short Subject,,To Live Again,0
1964,Best Live Action Short Subject,,An Occurrence at Owl Creek Bridge,1
1964,Best Live Action Short Subject,,The Concert,0
1964,Best Live Action Short Subject,,The Home-Made Car,0
1964,Best Live Action Short Subject,,Six-Sided Triangle,0
1964,Best Live Action Short Subject,,That's Me,0
1964,Best Short Subject  – Cartoons,,The Critic,1
1964,Best Short Subject  – Cartoons,,Automania 2000,0
1964,Best Short Subject  – Cartoons,,The Game,0
1964,Best Short Subject  – Cartoons,,My Financial Career,0
1964,Best Short Subject  – Cartoons,,Pianissimo,0
1964,Best Music Score  – Substantially Original,John Addison,Tom Jones,1
1964,Best Music Score  – Substantially Original,Dimitri Tiomkin,55 Days at Peking,0
1964,Best Music Score  – Substantially Original,Alex North,Cleopatra,0
1964,Best Music Score  – Substantially Original,,How the West Was Won,0
1964,Best Music Score  – Substantially Original,Ernest Gold,"It's a Mad, Mad, Mad, Mad World",0
1964,Best Scoring of Music — Adaptation or Treatment,André Previn,Irma la Douce,1
1964,Best Scoring of Music — Adaptation or Treatment,Johnny Green,Bye Bye Birdie,0
1964,Best Scoring of Music — Adaptation or Treatment,Leith Stevens,A New Kind of Love,0
1964,Best Scoring of Music — Adaptation or Treatment,Maurice Jarre,Sundays and Cybele,0
1964,Best Scoring of Music — Adaptation or Treatment,George Bruns,The Sword in the Stone,0
1964,Best Song,,Papa's Delicate Condition,1
1964,Best Song,,,0
1964,Best Song,,,0
1964,Best Song,,Mondo Cane,0
1964,Best Song,,,0
1964,Best Sound Effects,Walter Elliott,"It's a Mad, Mad, Mad, Mad World",1
1964,Best Sound Effects,Robert Bratton,A Gathering of Eagles,0
1964,Best Sound,Franklin Milton,How the West Was Won,1
1964,Best Sound,Charles Rice,Bye Bye Birdie,0
1964,Best Sound,Waldon O. Watson,"Captain Newman, M.D.",0
1964,Best Sound,,Cleopatra,0
1964,Best Sound,Gordon E. Sawyer,"It's a Mad, Mad, Mad, Mad World",0
1964,"Best Art Direction, Black-and-White",,America America,1
1964,"Best Art Direction, Black-and-White",,8½,0
1964,"Best Art Direction, Black-and-White",Art Direction:,Hud,0
1964,"Best Art Direction, Black-and-White",Art Direction:,Love with the Proper Stranger,0
1964,"Best Art Direction, Black-and-White",Art Direction:,Twilight of Honor,0
1964,"Best Art Direction, Color",Art Direction:,Cleopatra,1
1964,"Best Art Direction, Color",Art Direction:,The Cardinal,0
1964,"Best Art Direction, Color",Art Direction:,Come Blow Your Horn,0
1964,"Best Art Direction, Color",Art Direction:,How the West Was Won,0
1964,"Best Art Direction, Color",Art Direction:,Tom Jones,0
1964,"Best Cinematography, Black-and-White",James Wong Howe,Hud,1
1964,"Best Cinematography, Black-and-White",George J. Folsey,The Balcony,0
1964,"Best Cinematography, Black-and-White",Lucien Ballard,The Caretakers,0
1964,"Best Cinematography, Black-and-White",Ernest Haller,Lilies of the Field,0
1964,"Best Cinematography, Black-and-White",Milton Krasner,Love with the Proper Stranger,0
1964,"Best Cinematography, Color",Leon Shamroy,Cleopatra,1
1964,"Best Cinematography, Color",Leon Shamroy,The Cardinal,0
1964,"Best Cinematography, Color",,How the West Was Won,0
1964,"Best Cinematography, Color",Joseph LaShelle,Irma la Douce,0
1964,"Best Cinematography, Color",Ernest Laszlo,"It's a Mad, Mad, Mad, Mad World",0
1964,"Best Costume Design, Black-and-White",Piero Gherardi,8½,1
1964,"Best Costume Design, Black-and-White",Edith Head,Love with the Proper Stranger,0
1964,"Best Costume Design, Black-and-White",Travilla,The Stripper,0
1964,"Best Costume Design, Black-and-White",Bill Thomas,Toys in the Attic,0
1964,"Best Costume Design, Black-and-White",Edith Head,Wives and Lovers,0
1964,"Best Costume Design, Color",,Cleopatra,1
1964,"Best Costume Design, Color",Donald Brooks,The Cardinal,0
1964,"Best Costume Design, Color",Walter Plunkett,How the West Was Won,0
1964,"Best Costume Design, Color",Piero Tosi,The Leopard,0
1964,"Best Costume Design, Color",Edith Head,A New Kind of Love,0
1964,Best Film Editing,Harold F. Kress,How the West Was Won,1
1964,Best Film Editing,Dorothy Spencer,Cleopatra,0
1964,Best Film Editing,Louis R. Loeffler,The Cardinal,0
1964,Best Film Editing,Ferris Webster,The Great Escape,0
1964,Best Film Editing,Frederic Knudtson,"It's a Mad, Mad, Mad, Mad World",0
1964,Best Special Effects,Emil Kosa Jr.,Cleopatra,1
1964,Best Special Effects,Ub Iwerks,The Birds,0
1986,Best Picture,Sydney Pollack,Out of Africa,1
1986,Best Picture,,The Color Purple,0
1986,Best Picture,David Weisman,Kiss of the Spider Woman,0
1986,Best Picture,John Foreman,Prizzi's Honor,0
1986,Best Picture,Edward S. Feldman,Witness,0
1986,Best Director,Out of Africa,Sydney Pollack,1
1986,Best Director,Kiss of the Spider Woman,Héctor Babenco,0
1986,Best Director,Prizzi's Honor,John Huston,0
1986,Best Director,Ran,Akira Kurosawa,0
1986,Best Director,Witness,Peter Weir,0
1986,Best Actor,Kiss of the Spider Woman,William Hurt,1
1986,Best Actor,Witness,Harrison Ford,0
1986,Best Actor,Murphy's Romance,James Garner,0
1986,Best Actor,Prizzi's Honor,Jack Nicholson,0
1986,Best Actor,Runaway Train,Jon Voight,0
1986,Best Actress,The Trip to Bountiful,Geraldine Page,1
1986,Best Actress,Agnes of God,Anne Bancroft,0
1986,Best Actress,The Color Purple,Whoopi Goldberg,0
1986,Best Actress,Sweet Dreams,Jessica Lange,0
1986,Best Actress,Out of Africa,Meryl Streep,0
1986,Best Supporting Actor,Cocoon,Don Ameche,1
1986,Best Supporting Actor,Out of Africa,,0
1986,Best Supporting Actor,Prizzi's Honor,William Hickey,0
1986,Best Supporting Actor,Jagged Edge,Robert Loggia,0
1986,Best Supporting Actor,Runaway Train,Eric Roberts,0
1986,Best Supporting Actress,Prizzi's Honor,Anjelica Huston,1
1986,Best Supporting Actress,The Color Purple,Margaret Avery,0
1986,Best Supporting Actress,Twice in a Lifetime,Amy Madigan,0
1986,Best Supporting Actress,Agnes of God,Meg Tilly,0
1986,Best Supporting Actress,The Color Purple,Oprah Winfrey,0
1986,Best Screenplay Written Directly for the Screen,,Witness,1
1986,Best Screenplay Written Directly for the Screen,,Back to the Future,0
1986,Best Screenplay Written Directly for the Screen,,Brazil,0
1986,Best Screenplay Written Directly for the Screen,,The Official Story,0
1986,Best Screenplay Written Directly for the Screen,Woody Allen,The Purple Rose of Cairo,0
1986,Best Screenplay Based on Material from Another Medium,Kurt Luedtke,Out of Africa,1
1986,Best Screenplay Based on Material from Another Medium,Menno Meyjes,The Color Purple,0
1986,Best Screenplay Based on Material from Another Medium,Leonard Schrader,Kiss of the Spider Woman,0
1986,Best Screenplay Based on Material from Another Medium,,Prizzi's Honor,0
1986,Best Screenplay Based on Material from Another Medium,Horton Foote,The Trip to Bountiful,0
1986,Best Foreign Language Film,(,The Official Story,1
1986,Best Foreign Language Film,(,Angry Harvest,0
1986,Best Foreign Language Film,(,Colonel Redl,0
1986,Best Foreign Language Film,(,Three Men and a Cradle,0
1986,Best Foreign Language Film,(,When Father Was Away on Business,0
1986,Best Documentary Feature,,Broken Rainbow,1
1986,Best Documentary Feature,,The Mothers of Plaza de Mayo,0
1986,Best Documentary Feature,Japhet Asher,Soldiers in Hiding,0
1986,Best Documentary Feature,,The Statue of Liberty,0
1986,Best Documentary Feature,Steven Okazaki,Unfinished Business,0
1986,Best Documentary Short Subject,David Goodman,Witness to War: Dr. Charlie Clements,1
1986,Best Documentary Short Subject,Robert H. Gardner,The Courage to Care,0
1986,Best Documentary Short Subject,,Keats and His Nightingale: A Blind Date,0
1986,Best Documentary Short Subject,Barbara Willis Sweete,Making Overtures: The Story of a Community Orchestra,0
1986,Best Documentary Short Subject,Alan Edelstein,The Wizard of the Strings,0
1986,Best Live Action Short Film,,Molly's Pilgrim,1
1986,Best Live Action Short Film,Dianna Costello,Graffiti,0
1986,Best Live Action Short Film,Bob Rogers,Rainbow War,0
1986,Best Animated Short Film,Cilia van Dijk,Anna & Bella,1
1986,Best Animated Short Film,,The Big Snit,0
1986,Best Animated Short Film,Alison Snowden,Second Class Mail,0
1986,Best Original Score,John Barry,Out of Africa,1
1986,Best Original Score,Georges Delerue,Agnes of God,0
1986,Best Original Score,Quincy Jones,The Color Purple,0
1986,Best Original Score,Bruce Broughton,Silverado,0
1986,Best Original Score,Maurice Jarre,Witness,0
1986,Best Original Song,,White Nights,1
1986,Best Original Song,,The Color Purple,0
1986,Best Original Song,,Back to the Future,0
1986,Best Original Song,,White Nights,0
1986,Best Original Song,A Chorus Line,"""Surprise Surprise"" from",0
1986,Best Sound Effects Editing,,Back to the Future,1
1986,Best Sound Effects Editing,,Ladyhawke,0
1986,Best Sound Effects Editing,Frederick Brown,Rambo: First Blood Part II,0
1986,Best Sound,,Out of Africa,1
1986,Best Sound,,Back to the Future,0
1986,Best Sound,,A Chorus Line,0
1986,Best Sound,,Ladyhawke,0
1986,Best Sound,,Silverado,0
1986,Best Art Direction,Art Direction:,Out of Africa,1
1986,Best Art Direction,Art Direction:,Brazil,0
1986,Best Art Direction,Art Direction:,The Color Purple,0
1986,Best Art Direction,,Ran,0
1986,Best Art Direction,Art Direction:,Witness,0
1986,Best Cinematography,David Watkin,Out of Africa,1
1986,Best Cinematography,Allen Daviau,The Color Purple,0
1986,Best Cinematography,William A. Fraker,Murphy's Romance,0
1986,Best Cinematography,,Ran,0
1986,Best Cinematography,John Seale,Witness,0
1986,Best Makeup,,Mask,1
1986,Best Makeup,Ken Chase,The Color Purple,0
1986,Best Makeup,Carl Fullerton,Remo Williams: The Adventure Begins,0
1986,Best Costume Design,Emi Wada,Ran,1
1986,Best Costume Design,Aggie Guerard Rodgers,The Color Purple,0
1986,Best Costume Design,Albert Wolsky,The Journey of Natty Gann,0
1986,Best Costume Design,Milena Canonero,Out of Africa,0
1986,Best Costume Design,Donfeld,Prizzi's Honor,0
1986,Best Film Editing,Thom Noble,Witness,1
1986,Best Film Editing,John Bloom,A Chorus Line,0
1986,Best Film Editing,,Out of Africa,0
1986,Best Film Editing,,Prizzi's Honor,0
1986,Best Film Editing,Henry Richardson,Runaway Train,0
1986,Best Visual Effects,,Cocoon,1
1986,Best Visual Effects,Will Vinton,Return to Oz,0
1986,Best Visual Effects,,Young Sherlock Holmes,0
1948,Best Motion Picture,Darryl F. Zanuck,Gentleman's Agreement,1
1948,Best Motion Picture,Samuel Goldwyn,The Bishop's Wife,0
1948,Best Motion Picture,Adrian Scott,Crossfire,0
1948,Best Motion Picture,Ronald Neame,Great Expectations,0
1948,Best Motion Picture,William Perlberg,Miracle on 34th Street,0
1948,Best Director,Gentleman's Agreement,Elia Kazan,1
1948,Best Director,The Bishop's Wife,Henry Koster,0
1948,Best Director,Crossfire,Edward Dmytryk,0
1948,Best Director,A Double Life,George Cukor,0
1948,Best Director,Great Expectations,David Lean,0
1948,Best Actor,A Double Life,Ronald Colman,1
1948,Best Actor,Body and Soul,John Garfield,0
1948,Best Actor,Gentleman's Agreement,Gregory Peck,0
1948,Best Actor,Life with Father,William Powell,0
1948,Best Actor,Mourning Becomes Electra,Michael Redgrave,0
1948,Best Actress,The Farmer's Daughter,Loretta Young,1
1948,Best Actress,Possessed,Joan Crawford,0
1948,Best Actress,"Smash-Up, the Story of a Woman",Susan Hayward,0
1948,Best Actress,Gentleman's Agreement,Dorothy McGuire,0
1948,Best Actress,Mourning Becomes Electra,Rosalind Russell,0
1948,Best Supporting Actor,Miracle on 34th Street,Edmund Gwenn,1
1948,Best Supporting Actor,The Farmer's Daughter,Charles Bickford,0
1948,Best Supporting Actor,Ride the Pink Horse,Thomas Gomez,0
1948,Best Supporting Actor,Crossfire,Robert Ryan,0
1948,Best Supporting Actor,Kiss of Death,Richard Widmark,0
1948,Best Supporting Actress,Gentleman's Agreement,Celeste Holm,1
1948,Best Supporting Actress,The Paradine Case,Ethel Barrymore,0
1948,Best Supporting Actress,Crossfire,Gloria Grahame,0
1948,Best Supporting Actress,The Egg and I,Marjorie Main,0
1948,Best Supporting Actress,Gentleman's Agreement,Anne Revere,0
1948,Best Original Screenplay,Sidney Sheldon,The Bachelor and the Bobby-Soxer,1
1948,Best Original Screenplay,Abraham Polonsky,Body and Soul,0
1948,Best Original Screenplay,,A Double Life,0
1948,Best Original Screenplay,Charlie Chaplin,Monsieur Verdoux,0
1948,Best Original Screenplay,,Shoeshine,0
1948,Best Screenplay,George Seaton,Miracle on 34th Street,1
1948,Best Screenplay,Richard Murphy,Boomerang!,0
1948,Best Screenplay,John Paxton,Crossfire,0
1948,Best Screenplay,Moss Hart,Gentleman's Agreement,0
1948,Best Screenplay,,Great Expectations,0
1948,Best Motion Picture Story,Valentine Davies,Miracle on 34th Street,1
1948,Best Motion Picture Story,,A Cage of Nightingales,0
1948,Best Motion Picture Story,,It Happened on Fifth Avenue,0
1948,Best Motion Picture Story,Eleazar Lipsky,Kiss of Death,0
1948,Best Motion Picture Story,,"Smash-Up, the Story of a Woman",0
1948,Best Documentary Feature,,Design for Death,1
1948,Best Documentary Feature,,Journey into Medicine,0
1948,Best Documentary Feature,,The World Is Rich,0
1948,Best Documentary Short Subject,,First Steps,1
1948,Best Documentary Short Subject,,Passport to Nowhere,0
1948,Best Documentary Short Subject,,School in the Mailbox,0
1948,"Best Live Action Short Subject, One-Reel",Herbert Moulton,"Goodbye, Miss Turlock",1
1948,"Best Live Action Short Subject, One-Reel",Thomas Mead,"Brooklyn, U.S.A.",0
1948,"Best Live Action Short Subject, One-Reel",Jerry Fairbanks,Moon Rockets,0
1948,"Best Live Action Short Subject, One-Reel",Pete Smith,Now You See It,0
1948,"Best Live Action Short Subject, One-Reel",Gordon Hollingshead,So You Want to Be in Pictures,0
1948,"Best Live Action Short Subject, Two-Reel",Irving Allen,Climbing the Matterhorn,1
1948,"Best Live Action Short Subject, Two-Reel",Harry Grey,Champagne for Two,0
1948,"Best Live Action Short Subject, Two-Reel",Thomas Mead,Fight of the Wild Stallions,0
1948,"Best Live Action Short Subject, Two-Reel",Herbert Morgan,Give Us the Earth,0
1948,"Best Live Action Short Subject, Two-Reel",Ben Blake,A Voice Is Born: The Story of Niklos Gafni,0
1948,Best Short Subject  – Cartoons,Edward Selzer,Tweetie Pie,1
1948,Best Short Subject  – Cartoons,Walt Disney,Chip an' Dale,0
1948,Best Short Subject  – Cartoons,Fred Quimby,Dr. Jekyll and Mr. Mouse,0
1948,Best Short Subject  – Cartoons,Walt Disney,Pluto's Blue Note,0
1948,Best Short Subject  – Cartoons,George Pal,Tubby the Tuba,0
1948,Best Scoring of a Dramatic or Comedy Picture,Miklós Rózsa,A Double Life,1
1948,Best Scoring of a Dramatic or Comedy Picture,Hugo Friedhofer,The Bishop's Wife,0
